MetaTest/dissassemble-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/dissassemble-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/dissassemble-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/dissassemble-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/dissassemble-v1/Iteration,MetaTest/Average/Iteration,MetaTest/dissassemble-v1/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/dissassemble-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTest/dissassemble-v1/AverageReturn,MetaTest/dissassemble-v1/MaxReturn
0.0,-19.90469829760278,0.0,-29.33418676478378,0.0,10,-24.944096793641844,-24.944096793641844,2.6618153783839,0.0,19,19,2.6618153783839,680000,-24.94409679364184,-29.33418676478378,10,-24.94409679364184,-19.90469829760278
0.0,-19.684034609536393,0.0,-29.51983250718942,0.0,10,-24.178621924995813,-24.178621924995813,3.604041352027021,0.0,20,20,3.604041352027021,704000,-24.178621924995813,-29.51983250718942,10,-24.178621924995813,-19.684034609536393
0.0,-20.651285138088852,0.0,-28.75478491590481,0.0,10,-26.38466695366164,-26.38466695366164,2.6093158926435343,0.0,21,21,2.6093158926435343,728000,-26.38466695366163,-28.75478491590481,10,-26.38466695366163,-20.651285138088852
0.0,-18.54274555366506,0.0,-29.794223529258677,0.0,10,-23.107704592142845,-23.107704592142845,3.5363155887080167,0.0,22,22,3.5363155887080167,752000,-23.107704592142845,-29.794223529258677,10,-23.107704592142845,-18.54274555366506
0.0,-18.516342404361367,0.0,-26.91763696810012,0.0,10,-23.825351825464708,-23.825351825464708,2.622838618024488,0.0,23,23,2.622838618024488,776000,-23.825351825464704,-26.91763696810012,10,-23.825351825464704,-18.516342404361367
0.0,-18.893308620527588,0.0,-27.77804458550565,0.0,10,-24.000348690098342,-24.000348690098342,2.8150670015705397,0.0,24,24,2.8150670015705397,800000,-24.000348690098352,-27.77804458550565,10,-24.000348690098352,-18.893308620527588
0.0,-20.022331286985526,0.0,-28.17259503961496,0.0,10,-23.685258874227962,-23.685258874227962,2.5561582846825965,0.0,25,25,2.5561582846825965,824000,-23.685258874227955,-28.17259503961496,10,-23.685258874227955,-20.022331286985526
0.0,-20.125317474101298,0.0,-27.367014042102003,0.0,10,-23.56655629333951,-23.56655629333951,2.135464029620374,0.0,26,26,2.135464029620374,848000,-23.56655629333951,-27.367014042102003,10,-23.56655629333951,-20.125317474101298
0.0,-21.66223084024596,0.0,-28.45096502206076,0.0,10,-25.346318453671653,-25.346318453671653,2.140999042509691,0.0,27,27,2.140999042509691,872000,-25.34631845367166,-28.45096502206076,10,-25.34631845367166,-21.66223084024596
0.0,-16.74946981164195,0.0,-26.222098005800508,0.0,10,-22.949486087394057,-22.949486087394057,2.845155286046098,0.0,28,28,2.845155286046098,896000,-22.949486087394064,-26.222098005800508,10,-22.949486087394064,-16.74946981164195
0.0,-20.51667608131047,0.0,-25.252418180171478,0.0,10,-22.798596234620693,-22.798596234620693,1.6599838044148032,0.0,29,29,1.6599838044148032,920000,-22.798596234620696,-25.252418180171478,10,-22.798596234620696,-20.51667608131047
0.0,-19.66391206871646,0.0,-27.54810471716376,0.0,10,-24.995039319994564,-24.995039319994564,2.1584324957095467,0.0,30,30,2.1584324957095467,944000,-24.99503931999457,-27.54810471716376,10,-24.99503931999457,-19.66391206871646
0.0,-20.658951137155434,0.0,-26.01038491581286,0.0,10,-23.5502362651778,-23.5502362651778,1.7683465967658771,0.0,31,31,1.7683465967658771,968000,-23.550236265177794,-26.01038491581286,10,-23.550236265177794,-20.658951137155434
0.0,-19.736351031996932,0.0,-25.7183874395888,0.0,10,-23.42537529494668,-23.42537529494668,1.8110333772961162,0.0,32,32,1.8110333772961162,992000,-23.42537529494668,-25.7183874395888,10,-23.42537529494668,-19.736351031996932
0.0,-19.059641540394754,0.0,-25.26331041079695,0.0,10,-23.173075508871783,-23.173075508871783,1.6300949773400335,0.0,33,33,1.6300949773400335,1016000,-23.17307550887178,-25.26331041079695,10,-23.17307550887178,-19.059641540394754
0.0,-20.76577677415463,0.0,-25.845291499371285,0.0,10,-23.255463999756632,-23.255463999756632,1.6425660426745863,0.0,34,34,1.6425660426745863,1040000,-23.255463999756632,-25.845291499371285,10,-23.255463999756632,-20.76577677415463
0.0,-19.504766507319356,0.0,-26.83506662081233,0.0,10,-23.47444867552408,-23.47444867552408,2.2918880108771336,0.0,35,35,2.2918880108771336,1064000,-23.47444867552408,-26.83506662081233,10,-23.47444867552408,-19.504766507319356
0.0,-18.047824052234184,0.0,-24.92874720779268,0.0,10,-21.817970216908343,-21.817970216908343,2.632425991726489,0.0,36,36,2.632425991726489,1088000,-21.817970216908343,-24.92874720779268,10,-21.817970216908343,-18.047824052234184
0.0,-19.186551873725342,0.0,-27.233668102503607,0.0,10,-22.841787665860938,-22.841787665860938,2.4058632474743775,0.0,37,37,2.4058632474743775,1112000,-22.84178766586094,-27.233668102503607,10,-22.84178766586094,-19.186551873725342
0.0,-20.02426215200388,0.0,-25.03458515696659,0.0,10,-23.532412468439478,-23.532412468439478,1.3856491316504436,0.0,38,38,1.3856491316504436,1136000,-23.53241246843948,-25.03458515696659,10,-23.53241246843948,-20.02426215200388
0.0,-18.83062768919807,0.0,-25.248973437900307,0.0,10,-23.255604559338227,-23.255604559338227,1.884961815413485,0.0,39,39,1.884961815413485,1160000,-23.25560455933822,-25.248973437900307,10,-23.25560455933822,-18.83062768919807
0.0,-20.01996309434587,0.0,-24.919038129323095,0.0,10,-21.834948333510525,-21.834948333510525,1.665291954431838,0.0,40,40,1.665291954431838,1184000,-21.83494833351052,-24.919038129323095,10,-21.83494833351052,-20.01996309434587
0.0,-19.101492843234144,0.0,-26.2493350833891,0.0,10,-22.334752649441665,-22.334752649441665,2.4257421546628737,0.0,41,41,2.4257421546628737,1208000,-22.33475264944166,-26.2493350833891,10,-22.33475264944166,-19.101492843234144
0.0,-18.308290925411338,0.0,-25.860979418651667,0.0,10,-21.82147052931419,-21.82147052931419,2.2911862680894712,0.0,42,42,2.2911862680894712,1232000,-21.82147052931419,-25.860979418651667,10,-21.82147052931419,-18.308290925411338
0.0,-19.183282425887665,0.0,-26.531032856059426,0.0,10,-23.620616443761627,-23.620616443761627,2.356678556872397,0.0,43,43,2.356678556872397,1256000,-23.620616443761627,-26.531032856059426,10,-23.620616443761627,-19.183282425887665
0.0,-21.233988210979778,0.0,-26.07039133723836,0.0,10,-24.26900203490765,-24.26900203490765,1.5546407984702724,0.0,44,44,1.5546407984702724,1280000,-24.26900203490765,-26.07039133723836,10,-24.26900203490765,-21.233988210979778
0.0,-20.12605756349728,0.0,-25.227030241428206,0.0,10,-22.953586464407632,-22.953586464407632,1.7517218688674632,0.0,45,45,1.7517218688674632,1304000,-22.953586464407636,-25.227030241428206,10,-22.953586464407636,-20.12605756349728
0.0,-17.943639360473984,0.0,-24.92974241860623,0.0,10,-21.81570115332053,-21.81570115332053,2.1647960335783307,0.0,46,46,2.1647960335783307,1328000,-21.81570115332053,-24.92974241860623,10,-21.81570115332053,-17.943639360473984
0.0,-18.871109834748516,0.0,-25.52150910247672,0.0,10,-22.936163400934685,-22.936163400934685,2.440416086672585,0.0,47,47,2.440416086672585,1352000,-22.93616340093469,-25.52150910247672,10,-22.93616340093469,-18.871109834748516
0.0,-18.750878693025843,0.0,-26.714158982390977,0.0,10,-22.604335322399344,-22.604335322399344,2.0563363056090163,0.0,48,48,2.0563363056090163,1376000,-22.60433532239935,-26.714158982390977,10,-22.60433532239935,-18.750878693025843
0.0,-20.79304404468462,0.0,-25.059200236809264,0.0,10,-22.790737571978852,-22.790737571978852,1.4200164846098025,0.0,49,49,1.4200164846098025,1400000,-22.790737571978855,-25.059200236809264,10,-22.790737571978855,-20.79304404468462
0.0,-18.675224349430035,0.0,-25.444219093622117,0.0,10,-22.68998396154246,-22.68998396154246,2.0985040828660755,0.0,50,50,2.0985040828660755,1424000,-22.689983961542463,-25.444219093622117,10,-22.689983961542463,-18.675224349430035
0.0,-19.409272027040004,0.0,-25.587756288773438,0.0,10,-21.984539004038233,-21.984539004038233,1.8458988180209701,0.0,51,51,1.8458988180209701,1448000,-21.984539004038236,-25.587756288773438,10,-21.984539004038236,-19.409272027040004
0.0,-20.960936980623412,0.0,-25.887280290062854,0.0,10,-23.860258099833718,-23.860258099833718,1.2210599331635683,0.0,52,52,1.2210599331635683,1472000,-23.860258099833715,-25.887280290062854,10,-23.860258099833715,-20.960936980623412
0.0,-20.262803861507685,0.0,-25.56626840990131,0.0,10,-23.53567408823124,-23.53567408823124,1.7959433841814845,0.0,53,53,1.7959433841814845,1496000,-23.53567408823124,-25.56626840990131,10,-23.53567408823124,-20.262803861507685
0.0,-19.741902165637015,0.0,-25.715031916397646,0.0,10,-22.298115582093963,-22.298115582093963,1.9005113291326077,0.0,54,54,1.9005113291326077,1520000,-22.29811558209397,-25.715031916397646,10,-22.29811558209397,-19.741902165637015
0.0,-21.504304354876673,0.0,-25.367478666159528,0.0,10,-23.10132114235261,-23.10132114235261,1.275992203285579,0.0,55,55,1.275992203285579,1544000,-23.101321142352617,-25.367478666159528,10,-23.101321142352617,-21.504304354876673
0.0,-22.48338966920028,0.0,-25.310471971516726,0.0,10,-23.80936173024281,-23.80936173024281,1.0938408136997635,0.0,56,56,1.0938408136997635,1568000,-23.80936173024281,-25.310471971516726,10,-23.80936173024281,-22.48338966920028
0.0,-19.447621779693872,0.0,-23.28983881813183,0.0,10,-21.66947759249706,-21.66947759249706,1.315829664882686,0.0,57,57,1.315829664882686,1592000,-21.669477592497053,-23.28983881813183,10,-21.669477592497053,-19.447621779693872
0.0,-19.123992452126554,0.0,-22.984306787221467,0.0,10,-20.731326230752416,-20.731326230752416,1.186797496591755,0.0,58,58,1.186797496591755,1616000,-20.73132623075241,-22.984306787221467,10,-20.73132623075241,-19.123992452126554
0.0,-21.49718311152508,0.0,-27.22643942329411,0.0,10,-24.090791097021587,-24.090791097021587,1.5268349887070323,0.0,59,59,1.5268349887070323,1640000,-24.09079109702159,-27.22643942329411,10,-24.09079109702159,-21.49718311152508
0.0,-18.777342443512286,0.0,-25.671942011460725,0.0,10,-22.47765348403872,-22.47765348403872,1.8897735934246425,0.0,60,60,1.8897735934246425,1664000,-22.477653484038715,-25.671942011460725,10,-22.477653484038715,-18.777342443512286
0.0,-17.653112874107883,0.0,-25.716333426550133,0.0,10,-22.11988777395396,-22.11988777395396,2.079753551004812,0.0,61,61,2.079753551004812,1688000,-22.11988777395396,-25.716333426550133,10,-22.11988777395396,-17.653112874107883
0.0,-19.06843759342768,0.0,-25.429017902711266,0.0,10,-22.28906913832588,-22.28906913832588,2.2223373358637866,0.0,62,62,2.2223373358637866,1712000,-22.28906913832588,-25.429017902711266,10,-22.28906913832588,-19.06843759342768
0.0,-19.112015094412442,0.0,-25.320677053797493,0.0,10,-22.782289466395664,-22.782289466395664,2.064745937968057,0.0,63,63,2.064745937968057,1736000,-22.782289466395667,-25.320677053797493,10,-22.782289466395667,-19.112015094412442
0.0,-18.534203355745756,0.0,-25.69850577004984,0.0,10,-22.73733376171495,-22.73733376171495,2.4468390056753027,0.0,64,64,2.4468390056753027,1760000,-22.737333761714957,-25.69850577004984,10,-22.737333761714957,-18.534203355745756
0.0,-20.501676766630023,0.0,-26.150848479794465,0.0,10,-23.066443300564664,-23.066443300564664,1.953554687602723,0.0,65,65,1.953554687602723,1784000,-23.06644330056466,-26.150848479794465,10,-23.06644330056466,-20.501676766630023
0.0,-18.20199044594062,0.0,-25.560700047647142,0.0,10,-22.310204935777378,-22.310204935777378,2.577802982537106,0.0,66,66,2.577802982537106,1808000,-22.310204935777385,-25.560700047647142,10,-22.310204935777385,-18.20199044594062
0.0,-17.77471540399073,0.0,-25.296843261216317,0.0,10,-22.51903607324834,-22.51903607324834,2.51246900900041,0.0,67,67,2.51246900900041,1832000,-22.51903607324834,-25.296843261216317,10,-22.51903607324834,-17.77471540399073
0.0,-19.177471060895922,0.0,-24.03917865110222,0.0,10,-22.12781099014594,-22.12781099014594,1.6224442474097944,0.0,68,68,1.6224442474097944,1856000,-22.12781099014594,-24.03917865110222,10,-22.12781099014594,-19.177471060895922
0.0,-18.97990014689346,0.0,-23.587988058300727,0.0,10,-21.292184986440876,-21.292184986440876,1.4072660726734596,0.0,69,69,1.4072660726734596,1880000,-21.29218498644088,-23.587988058300727,10,-21.29218498644088,-18.97990014689346
0.0,-18.767776310418547,0.0,-25.368506198924088,0.0,10,-22.650759299964353,-22.650759299964353,2.2138231134125967,0.0,70,70,2.2138231134125967,1904000,-22.650759299964356,-25.368506198924088,10,-22.650759299964356,-18.767776310418547
0.0,-18.308301594032013,0.0,-25.128479945544147,0.0,10,-21.573365701968022,-21.573365701968022,2.0597721127980293,0.0,71,71,2.0597721127980293,1928000,-21.573365701968022,-25.128479945544147,10,-21.573365701968022,-18.308301594032013
0.0,-17.28080873794149,0.0,-25.1343167558934,0.0,10,-21.166941180059425,-21.166941180059425,2.4885240178924217,0.0,72,72,2.4885240178924217,1952000,-21.16694118005943,-25.1343167558934,10,-21.16694118005943,-17.28080873794149
0.0,-18.098520710299386,0.0,-25.721690485630013,0.0,10,-21.759804884433127,-21.759804884433127,2.752405205162701,0.0,73,73,2.752405205162701,1976000,-21.759804884433123,-25.721690485630013,10,-21.759804884433123,-18.098520710299386
0.0,-18.82434014688227,0.0,-25.358176044274696,0.0,10,-21.39884011479034,-21.39884011479034,2.0030725891139998,0.0,74,74,2.0030725891139998,2000000,-21.39884011479034,-25.358176044274696,10,-21.39884011479034,-18.82434014688227
0.0,-16.28250078588559,0.0,-23.512281415422336,0.0,10,-20.160285701603634,-20.160285701603634,2.4724751651148513,0.0,75,75,2.4724751651148513,2024000,-20.16028570160363,-23.512281415422336,10,-20.16028570160363,-16.28250078588559
0.0,-17.97384745599219,0.0,-24.03509984209106,0.0,10,-21.16290718841079,-21.16290718841079,2.482767207314279,0.0,76,76,2.482767207314279,2048000,-21.16290718841079,-24.03509984209106,10,-21.16290718841079,-17.97384745599219
0.0,-17.13247303409814,0.0,-23.886691605041523,0.0,10,-21.21539631158363,-21.21539631158363,1.7382738382088219,0.0,77,77,1.7382738382088219,2072000,-21.215396311583635,-23.886691605041523,10,-21.215396311583635,-17.13247303409814
0.0,-20.64984939260616,0.0,-24.083051464210392,0.0,10,-21.790128795811214,-21.790128795811214,0.9515767287428133,0.0,78,78,0.9515767287428133,2096000,-21.790128795811214,-24.083051464210392,10,-21.790128795811214,-20.64984939260616
0.0,-19.762922039201285,0.0,-24.792733650224605,0.0,10,-22.02564266921896,-22.02564266921896,1.3962154159591789,0.0,79,79,1.3962154159591789,2120000,-22.025642669218957,-24.792733650224605,10,-22.025642669218957,-19.762922039201285
0.0,-20.262440433268,0.0,-25.252824984822837,0.0,10,-22.870920129603437,-22.870920129603437,1.2873514492329974,0.0,80,80,1.2873514492329974,2144000,-22.870920129603437,-25.252824984822837,10,-22.870920129603437,-20.262440433268
0.0,-17.405920196164384,0.0,-25.52873065103353,0.0,10,-20.91417459971076,-20.91417459971076,2.7751659434935037,0.0,81,81,2.7751659434935037,2168000,-20.914174599710755,-25.52873065103353,10,-20.914174599710755,-17.405920196164384
0.0,-20.3627706379387,0.0,-25.161218882869647,0.0,10,-22.803655317955126,-22.803655317955126,1.5402577722446824,0.0,82,82,1.5402577722446824,2192000,-22.80365531795513,-25.161218882869647,10,-22.80365531795513,-20.3627706379387
0.0,-17.677049236187866,0.0,-23.36662404816659,0.0,10,-20.580751902404607,-20.580751902404607,2.1108849215859466,0.0,83,83,2.1108849215859466,2216000,-20.580751902404607,-23.36662404816659,10,-20.580751902404607,-17.677049236187866
0.0,-19.631165993802583,0.0,-25.04685763169187,0.0,10,-22.78209862887179,-22.78209862887179,1.8251464330785407,0.0,84,84,1.8251464330785407,2240000,-22.782098628871783,-25.04685763169187,10,-22.782098628871783,-19.631165993802583
0.0,-20.892042965203768,0.0,-24.50337782617039,0.0,10,-23.26373160103073,-23.26373160103073,0.9270720293990778,0.0,85,85,0.9270720293990778,2264000,-23.26373160103073,-24.50337782617039,10,-23.26373160103073,-20.892042965203768
0.0,-18.08174611678752,0.0,-22.912778909018094,0.0,10,-20.062613446113716,-20.062613446113716,1.425915288148232,0.0,86,86,1.425915288148232,2288000,-20.06261344611372,-22.912778909018094,10,-20.06261344611372,-18.08174611678752
0.0,-19.306298012416093,0.0,-25.77426671939509,0.0,10,-23.13126687614861,-23.13126687614861,2.225224222131296,0.0,87,87,2.225224222131296,2312000,-23.131266876148615,-25.77426671939509,10,-23.131266876148615,-19.306298012416093
0.0,-18.728756337270852,0.0,-25.241942336681127,0.0,10,-23.30603466364002,-23.30603466364002,1.8377425318075433,0.0,88,88,1.8377425318075433,2336000,-23.30603466364002,-25.241942336681127,10,-23.30603466364002,-18.728756337270852
0.0,-16.203516648552792,0.0,-24.420247816752013,0.0,10,-20.8857946635041,-20.8857946635041,2.710541568078196,0.0,89,89,2.710541568078196,2360000,-20.88579466350411,-24.420247816752013,10,-20.88579466350411,-16.203516648552792
0.0,-16.716360478906935,0.0,-24.855683743247656,0.0,10,-20.57214797000897,-20.57214797000897,2.624263305660336,0.0,90,90,2.624263305660336,2384000,-20.572147970008967,-24.855683743247656,10,-20.572147970008967,-16.716360478906935
0.0,-16.408190993755493,0.0,-25.831393380108786,0.0,10,-21.90859149537986,-21.90859149537986,2.7536432116775256,0.0,91,91,2.7536432116775256,2408000,-21.908591495379863,-25.831393380108786,10,-21.908591495379863,-16.408190993755493
0.0,-17.741785925313398,0.0,-24.47271456865501,0.0,10,-22.211017588808172,-22.211017588808172,2.248156280766525,0.0,92,92,2.248156280766525,2432000,-22.211017588808183,-24.47271456865501,10,-22.211017588808183,-17.741785925313398
0.0,-19.93634087979383,0.0,-26.219513061438008,0.0,10,-23.672099264786123,-23.672099264786123,2.288525496487975,0.0,93,93,2.288525496487975,2456000,-23.672099264786123,-26.219513061438008,10,-23.672099264786123,-19.93634087979383
0.0,-18.825081457788762,0.0,-25.417723759940408,0.0,10,-22.105736605268497,-22.105736605268497,1.6877486781867062,0.0,94,94,1.6877486781867062,2480000,-22.105736605268504,-25.417723759940408,10,-22.105736605268504,-18.825081457788762
0.0,-17.897932147256775,0.0,-24.513001568223117,0.0,10,-21.348925752973532,-21.348925752973532,2.0995215366436946,0.0,95,95,2.0995215366436946,2504000,-21.348925752973532,-24.513001568223117,10,-21.348925752973532,-17.897932147256775
0.0,-18.36065539876421,0.0,-25.37584956030843,0.0,10,-22.688181406993465,-22.688181406993465,2.0709863033034606,0.0,96,96,2.0709863033034606,2528000,-22.68818140699347,-25.37584956030843,10,-22.68818140699347,-18.36065539876421
0.0,-18.411302671624423,0.0,-25.180281174818635,0.0,10,-22.055278952525715,-22.055278952525715,1.8826318397733808,0.0,97,97,1.8826318397733808,2552000,-22.05527895252571,-25.180281174818635,10,-22.05527895252571,-18.411302671624423
0.0,-17.105466044979288,0.0,-24.31445335880286,0.0,10,-21.104827155565893,-21.104827155565893,2.198071614848371,0.0,98,98,2.198071614848371,2576000,-21.104827155565903,-24.31445335880286,10,-21.104827155565903,-17.105466044979288
0.0,-18.324869098659686,0.0,-25.051492336885353,0.0,10,-22.79528645731356,-22.79528645731356,2.1635103228011427,0.0,99,99,2.1635103228011427,2600000,-22.79528645731356,-25.051492336885353,10,-22.79528645731356,-18.324869098659686
0.0,-17.944402261874824,0.0,-23.76194452193408,0.0,10,-20.433889287265657,-20.433889287265657,1.6696197531879298,0.0,100,100,1.6696197531879298,2624000,-20.433889287265654,-23.76194452193408,10,-20.433889287265654,-17.944402261874824
0.0,-17.736835817504133,0.0,-24.084983476477145,0.0,10,-19.78220883383232,-19.78220883383232,1.752277858286751,0.0,101,101,1.752277858286751,2648000,-19.78220883383232,-24.084983476477145,10,-19.78220883383232,-17.736835817504133
0.0,-19.2847124267517,0.0,-24.717466225529687,0.0,10,-22.00054256456082,-22.00054256456082,1.9513829141835894,0.0,102,102,1.9513829141835894,2672000,-22.00054256456081,-24.717466225529687,10,-22.00054256456081,-19.2847124267517
0.0,-16.607476697899752,0.0,-25.79556716929385,0.0,10,-21.160517373438484,-21.160517373438484,2.5703986081901817,0.0,103,103,2.5703986081901817,2696000,-21.160517373438484,-25.79556716929385,10,-21.160517373438484,-16.607476697899752
0.0,-17.75174509253917,0.0,-24.25723343671301,0.0,10,-21.34957235508047,-21.34957235508047,2.0575782439019967,0.0,104,104,2.0575782439019967,2720000,-21.34957235508046,-24.25723343671301,10,-21.34957235508046,-17.75174509253917
0.0,-18.0807586928776,0.0,-24.747044115903858,0.0,10,-21.18833488296405,-21.18833488296405,2.2329107057038313,0.0,105,105,2.2329107057038313,2744000,-21.18833488296405,-24.747044115903858,10,-21.18833488296405,-18.0807586928776
0.0,-17.355649016091647,0.0,-23.409155326788095,0.0,10,-20.230421373788097,-20.230421373788097,2.120429491683784,0.0,106,106,2.120429491683784,2768000,-20.230421373788097,-23.409155326788095,10,-20.230421373788097,-17.355649016091647
0.0,-19.16128953049947,0.0,-23.14920670356662,0.0,10,-21.500810303759472,-21.500810303759472,1.337499213328845,0.0,107,107,1.337499213328845,2792000,-21.500810303759476,-23.14920670356662,10,-21.500810303759476,-19.16128953049947
0.0,-16.338232776551575,0.0,-24.905217666615055,0.0,10,-21.13434177367219,-21.13434177367219,2.5410606602024357,0.0,108,108,2.5410606602024357,2816000,-21.134341773672187,-24.905217666615055,10,-21.134341773672187,-16.338232776551575
0.0,-18.0396849299525,0.0,-24.58838449023706,0.0,10,-21.83969809062189,-21.83969809062189,1.868853178685715,0.0,109,109,1.868853178685715,2840000,-21.83969809062189,-24.58838449023706,10,-21.83969809062189,-18.0396849299525
0.0,-17.95184997788575,0.0,-24.693776391264485,0.0,10,-20.999277172219344,-20.999277172219344,2.1317865569363565,0.0,110,110,2.1317865569363565,2864000,-20.999277172219337,-24.693776391264485,10,-20.999277172219337,-17.95184997788575
0.0,-17.432016862350814,0.0,-23.393859884959834,0.0,10,-20.350264671376053,-20.350264671376053,1.7420114671509652,0.0,111,111,1.7420114671509652,2888000,-20.35026467137606,-23.393859884959834,10,-20.35026467137606,-17.432016862350814
0.0,-18.52412720473959,0.0,-24.12415276140413,0.0,10,-22.000189864337834,-22.000189864337834,1.6234507140702603,0.0,112,112,1.6234507140702603,2912000,-22.00018986433784,-24.12415276140413,10,-22.00018986433784,-18.52412720473959
