MetaTest/dissassemble-v1/SuccessRate,MetaTest/dissassemble-v1/StdReturn,MetaTest/dissassemble-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/dissassemble-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/dissassemble-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/dissassemble-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/dissassemble-v1/Iteration,MetaTest/dissassemble-v1/NumTrajs,MetaTest/dissassemble-v1/MaxReturn
0.0,4.08176989605366,-23.042136818035257,4.08176989605366,0.0,10,19,-30.466978173816052,0.0,0.0,-23.042136818035264,-23.042136818035257,680000,-17.4662297847528,-30.466978173816052,-23.042136818035264,19,10,-17.4662297847528
0.0,4.68122676799727,-23.993872751330265,4.68122676799727,0.0,10,20,-31.24706036129144,0.0,0.0,-23.993872751330255,-23.993872751330265,704000,-16.3449876877203,-31.24706036129144,-23.993872751330255,20,10,-16.3449876877203
0.0,3.8398631263531677,-24.35793407320036,3.8398631263531677,0.0,10,21,-29.462031358503534,0.0,0.0,-24.35793407320036,-24.35793407320036,728000,-18.224369809396265,-29.462031358503534,-24.35793407320036,21,10,-18.224369809396265
0.0,2.673797874841949,-25.300171342558492,2.673797874841949,0.0,10,22,-29.004092299124434,0.0,0.0,-25.30017134255849,-25.300171342558492,752000,-20.435869061070797,-29.004092299124434,-25.30017134255849,22,10,-20.435869061070797
0.0,3.7571119987341643,-23.133956002418763,3.7571119987341643,0.0,10,23,-28.02830612979384,0.0,0.0,-23.13395600241877,-23.133956002418763,776000,-17.121285693842783,-28.02830612979384,-23.13395600241877,23,10,-17.121285693842783
0.0,2.9840075100670793,-23.02696663429922,2.9840075100670793,0.0,10,24,-28.08501646678007,0.0,0.0,-23.02696663429922,-23.02696663429922,800000,-18.52452435020758,-28.08501646678007,-23.02696663429922,24,10,-18.52452435020758
0.0,2.465954292939271,-24.69596477837912,2.465954292939271,0.0,10,25,-28.581303293726034,0.0,0.0,-24.695964778379125,-24.69596477837912,824000,-20.560911602915898,-28.581303293726034,-24.695964778379125,25,10,-20.560911602915898
0.0,1.9998391253003986,-24.31621040427399,1.9998391253003986,0.0,10,26,-27.408343656462016,0.0,0.0,-24.31621040427399,-24.31621040427399,848000,-20.580290259994616,-27.408343656462016,-24.31621040427399,26,10,-20.580290259994616
0.0,4.147070177894555,-24.13241757155567,4.147070177894555,0.0,10,27,-30.751623264228385,0.0,0.0,-24.132417571555663,-24.13241757155567,872000,-18.779911781344058,-30.751623264228385,-24.132417571555663,27,10,-18.779911781344058
0.0,3.2079753201377583,-24.33094097522724,3.2079753201377583,0.0,10,28,-29.110093878628074,0.0,0.0,-24.33094097522724,-24.33094097522724,896000,-17.582327685060758,-29.110093878628074,-24.33094097522724,28,10,-17.582327685060758
0.0,2.3362199516114757,-25.55916360769343,2.3362199516114757,0.0,10,29,-28.072194471951597,0.0,0.0,-25.559163607693428,-25.55916360769343,920000,-20.709040852764296,-28.072194471951597,-25.559163607693428,29,10,-20.709040852764296
0.0,2.3530698528860485,-23.765684611730947,2.3530698528860485,0.0,10,30,-26.551814417761506,0.0,0.0,-23.76568461173095,-23.765684611730947,944000,-18.327881764535572,-26.551814417761506,-23.76568461173095,30,10,-18.327881764535572
0.0,1.8715816506066505,-24.214370466411204,1.8715816506066505,0.0,10,31,-27.443470843426223,0.0,0.0,-24.214370466411204,-24.214370466411204,968000,-21.298863957768326,-27.443470843426223,-24.214370466411204,31,10,-21.298863957768326
0.0,2.476170576989375,-24.406504647649275,2.476170576989375,0.0,10,32,-26.87913992735796,0.0,0.0,-24.40650464764928,-24.406504647649275,992000,-19.935418642104885,-26.87913992735796,-24.40650464764928,32,10,-19.935418642104885
0.0,2.207152796178064,-22.258701689394936,2.207152796178064,0.0,10,33,-26.07835192228386,0.0,0.0,-22.25870168939494,-22.258701689394936,1016000,-19.18765527994093,-26.07835192228386,-22.25870168939494,33,10,-19.18765527994093
0.0,2.8731100374587437,-24.345844668095943,2.8731100374587437,0.0,10,34,-27.561973499752984,0.0,0.0,-24.345844668095943,-24.345844668095943,1040000,-20.042506910270088,-27.561973499752984,-24.345844668095943,34,10,-20.042506910270088
0.0,2.6524064777136194,-24.00656487475087,2.6524064777136194,0.0,10,35,-27.931114372056005,0.0,0.0,-24.00656487475087,-24.00656487475087,1064000,-20.12616397194048,-27.931114372056005,-24.00656487475087,35,10,-20.12616397194048
0.0,2.0456552264167707,-23.701834341068384,2.0456552264167707,0.0,10,36,-26.984325588123905,0.0,0.0,-23.70183434106839,-23.701834341068384,1088000,-20.954587786464412,-26.984325588123905,-23.70183434106839,36,10,-20.954587786464412
0.0,1.4159225898721788,-22.59745074543247,1.4159225898721788,0.0,10,37,-24.305598652457363,0.0,0.0,-22.597450745432475,-22.59745074543247,1112000,-19.6075014433069,-24.305598652457363,-22.597450745432475,37,10,-19.6075014433069
0.0,2.5869063640792613,-22.99851227877611,2.5869063640792613,0.0,10,38,-26.985434546626553,0.0,0.0,-22.99851227877611,-22.99851227877611,1136000,-19.044239442176675,-26.985434546626553,-22.99851227877611,38,10,-19.044239442176675
0.0,1.8199842887393667,-24.132905193177233,1.8199842887393667,0.0,10,39,-26.573804955470365,0.0,0.0,-24.13290519317724,-24.132905193177233,1160000,-21.17721414372155,-26.573804955470365,-24.13290519317724,39,10,-21.17721414372155
0.0,1.9248927713305706,-24.63118814891064,1.9248927713305706,0.0,10,40,-26.952181586760663,0.0,0.0,-24.63118814891063,-24.63118814891064,1184000,-21.27003726029311,-26.952181586760663,-24.63118814891063,40,10,-21.27003726029311
0.0,2.682448715445378,-23.827673584104957,2.682448715445378,0.0,10,41,-28.655646796502115,0.0,0.0,-23.827673584104954,-23.827673584104957,1208000,-20.452942532918698,-28.655646796502115,-23.827673584104954,41,10,-20.452942532918698
0.0,1.8238546715840116,-23.76460479105912,1.8238546715840116,0.0,10,42,-26.13935182575729,0.0,0.0,-23.764604791059117,-23.76460479105912,1232000,-20.937724618314327,-26.13935182575729,-23.764604791059117,42,10,-20.937724618314327
0.0,1.222089346929205,-22.83801954920561,1.222089346929205,0.0,10,43,-24.54352169670055,0.0,0.0,-22.83801954920562,-22.83801954920561,1256000,-20.847714140924076,-24.54352169670055,-22.83801954920562,43,10,-20.847714140924076
0.0,2.1749430428867553,-23.602797492653316,2.1749430428867553,0.0,10,44,-27.322166699513502,0.0,0.0,-23.602797492653323,-23.602797492653316,1280000,-20.715107285098156,-27.322166699513502,-23.602797492653323,44,10,-20.715107285098156
0.0,2.375227112695035,-24.393637889042548,2.375227112695035,0.0,10,45,-27.59073867748844,0.0,0.0,-24.393637889042544,-24.393637889042548,1304000,-21.045779311069097,-27.59073867748844,-24.393637889042544,45,10,-21.045779311069097
0.0,2.1936537431025664,-21.923430859167457,2.1936537431025664,0.0,10,46,-25.201891466147647,0.0,0.0,-21.923430859167457,-21.923430859167457,1328000,-19.209610859966315,-25.201891466147647,-21.923430859167457,46,10,-19.209610859966315
0.0,1.9422791266490407,-23.345002583977823,1.9422791266490407,0.0,10,47,-26.07867326663362,0.0,0.0,-23.345002583977823,-23.345002583977823,1352000,-20.368009970137926,-26.07867326663362,-23.345002583977823,47,10,-20.368009970137926
0.0,2.426255526146389,-24.613480120188292,2.426255526146389,0.0,10,48,-28.602631408055093,0.0,0.0,-24.613480120188278,-24.613480120188292,1376000,-21.281303446153224,-28.602631408055093,-24.613480120188278,48,10,-21.281303446153224
0.0,1.5023847707814737,-24.762617561397313,1.5023847707814737,0.0,10,49,-27.07047368178561,0.0,0.0,-24.76261756139731,-24.762617561397313,1400000,-21.863801708036124,-27.07047368178561,-24.76261756139731,49,10,-21.863801708036124
0.0,2.0681594380769193,-23.122802373419756,2.0681594380769193,0.0,10,50,-26.131276114830463,0.0,0.0,-23.12280237341976,-23.122802373419756,1424000,-18.859162967248075,-26.131276114830463,-23.12280237341976,50,10,-18.859162967248075
0.0,1.8545817607914579,-22.797176039430813,1.8545817607914579,0.0,10,51,-26.65230162315825,0.0,0.0,-22.797176039430802,-22.797176039430813,1448000,-19.620817620708056,-26.65230162315825,-22.797176039430802,51,10,-19.620817620708056
0.0,1.8429418708259306,-23.535225412445264,1.8429418708259306,0.0,10,52,-25.690149479188353,0.0,0.0,-23.535225412445264,-23.535225412445264,1472000,-19.728125201802683,-25.690149479188353,-23.535225412445264,52,10,-19.728125201802683
0.0,1.840269455292672,-21.839384616407656,1.840269455292672,0.0,10,53,-24.403429359084466,0.0,0.0,-21.839384616407653,-21.839384616407656,1496000,-18.10063630442453,-24.403429359084466,-21.839384616407653,53,10,-18.10063630442453
0.0,1.9832910024632178,-25.359666700413225,1.9832910024632178,0.0,10,54,-28.57747360922228,0.0,0.0,-25.359666700413218,-25.359666700413225,1520000,-22.369054440161072,-28.57747360922228,-25.359666700413218,54,10,-22.369054440161072
0.0,2.1043909891255366,-22.7327480608371,2.1043909891255366,0.0,10,55,-26.181080157162082,0.0,0.0,-22.7327480608371,-22.7327480608371,1544000,-20.269065759242324,-26.181080157162082,-22.7327480608371,55,10,-20.269065759242324
0.0,1.8797858826812393,-23.000146385843863,1.8797858826812393,0.0,10,56,-25.970762257761894,0.0,0.0,-23.000146385843866,-23.000146385843863,1568000,-20.186369134137088,-25.970762257761894,-23.000146385843866,56,10,-20.186369134137088
0.0,2.070836312720218,-23.263685887777378,2.070836312720218,0.0,10,57,-25.965630862012254,0.0,0.0,-23.263685887777378,-23.263685887777378,1592000,-20.040097794835543,-25.965630862012254,-23.263685887777378,57,10,-20.040097794835543
0.0,2.121507563905637,-22.89702821947099,2.121507563905637,0.0,10,58,-25.876035624349978,0.0,0.0,-22.897028219470986,-22.89702821947099,1616000,-19.66149427258581,-25.876035624349978,-22.897028219470986,58,10,-19.66149427258581
0.0,2.6577645523286844,-24.30084424191502,2.6577645523286844,0.0,10,59,-28.47827903515021,0.0,0.0,-24.30084424191502,-24.30084424191502,1640000,-21.03282093273475,-28.47827903515021,-24.30084424191502,59,10,-21.03282093273475
0.0,1.9686456924330253,-22.71112548072917,1.9686456924330253,0.0,10,60,-26.00410753563716,0.0,0.0,-22.71112548072918,-22.71112548072917,1664000,-19.948155550984133,-26.00410753563716,-22.71112548072918,60,10,-19.948155550984133
0.0,2.201279051511203,-23.569154422094478,2.201279051511203,0.0,10,61,-27.248183722054613,0.0,0.0,-23.569154422094478,-23.569154422094478,1688000,-20.70420029210229,-27.248183722054613,-23.569154422094478,61,10,-20.70420029210229
0.0,2.18136980316851,-23.377878763788996,2.18136980316851,0.0,10,62,-26.519335189465423,0.0,0.0,-23.377878763789003,-23.377878763788996,1712000,-20.175833179182764,-26.519335189465423,-23.377878763789003,62,10,-20.175833179182764
0.0,2.211466857526705,-21.406676482225528,2.211466857526705,0.0,10,63,-25.117477367765854,0.0,0.0,-21.406676482225524,-21.406676482225528,1736000,-18.758823639137887,-25.117477367765854,-21.406676482225524,63,10,-18.758823639137887
0.0,0.8023401417927282,-21.467229064832146,0.8023401417927282,0.0,10,64,-22.831645107485883,0.0,0.0,-21.467229064832146,-21.467229064832146,1760000,-20.12279313105998,-22.831645107485883,-21.467229064832146,64,10,-20.12279313105998
0.0,1.65536346234331,-22.202866558743644,1.65536346234331,0.0,10,65,-25.933769728894703,0.0,0.0,-22.202866558743644,-22.202866558743644,1784000,-19.68625721861936,-25.933769728894703,-22.202866558743644,65,10,-19.68625721861936
0.0,2.0845462748341683,-25.25012685319117,2.0845462748341683,0.0,10,66,-27.514069749998278,0.0,0.0,-25.25012685319117,-25.25012685319117,1808000,-20.240779424949032,-27.514069749998278,-25.25012685319117,66,10,-20.240779424949032
0.0,2.656760315977169,-23.93596862539682,2.656760315977169,0.0,10,67,-27.94464512859668,0.0,0.0,-23.935968625396832,-23.93596862539682,1832000,-20.44601161422747,-27.94464512859668,-23.935968625396832,67,10,-20.44601161422747
0.0,1.875729045716092,-23.189527360209784,1.875729045716092,0.0,10,68,-25.39263029557918,0.0,0.0,-23.189527360209784,-23.189527360209784,1856000,-19.811024816471328,-25.39263029557918,-23.189527360209784,68,10,-19.811024816471328
0.0,2.5601774635539116,-25.302426956480968,2.5601774635539116,0.0,10,69,-28.12776584444932,0.0,0.0,-25.30242695648097,-25.302426956480968,1880000,-21.21212820314623,-28.12776584444932,-25.30242695648097,69,10,-21.21212820314623
0.0,1.7114360094035115,-23.10180652050387,1.7114360094035115,0.0,10,70,-25.692543935429136,0.0,0.0,-23.101806520503864,-23.10180652050387,1904000,-20.42404421734173,-25.692543935429136,-23.101806520503864,70,10,-20.42404421734173
0.0,2.206519919950446,-22.07631391488738,2.206519919950446,0.0,10,71,-26.005582569978415,0.0,0.0,-22.07631391488738,-22.07631391488738,1928000,-19.235634743501745,-26.005582569978415,-22.07631391488738,71,10,-19.235634743501745
0.0,1.6812672730536555,-22.444653793185694,1.6812672730536555,0.0,10,72,-25.1432743573853,0.0,0.0,-22.444653793185697,-22.444653793185694,1952000,-20.219714281925846,-25.1432743573853,-22.444653793185697,72,10,-20.219714281925846
0.0,2.5393785392688915,-22.026414865279044,2.5393785392688915,0.0,10,73,-25.235869242684604,0.0,0.0,-22.02641486527905,-22.026414865279044,1976000,-18.03045688334518,-25.235869242684604,-22.02641486527905,73,10,-18.03045688334518
0.0,1.7934824513266006,-22.716404843242408,1.7934824513266006,0.0,10,74,-25.708936174357056,0.0,0.0,-22.716404843242408,-22.716404843242408,2000000,-20.434180966015003,-25.708936174357056,-22.716404843242408,74,10,-20.434180966015003
0.0,1.582946404593863,-23.070634211853786,1.582946404593863,0.0,10,75,-26.089283531170473,0.0,0.0,-23.07063421185378,-23.070634211853786,2024000,-19.603679921794544,-26.089283531170473,-23.07063421185378,75,10,-19.603679921794544
0.0,1.9348435393252983,-21.658920805330872,1.9348435393252983,0.0,10,76,-24.49821678752975,0.0,0.0,-21.658920805330876,-21.658920805330872,2048000,-18.6806214492066,-24.49821678752975,-21.658920805330876,76,10,-18.6806214492066
0.0,2.0227588498257174,-23.2846334438438,2.0227588498257174,0.0,10,77,-26.730946319054194,0.0,0.0,-23.284633443843795,-23.2846334438438,2072000,-20.298242741189203,-26.730946319054194,-23.284633443843795,77,10,-20.298242741189203
0.0,1.9098616823166836,-21.692330645505137,1.9098616823166836,0.0,10,78,-24.795043785052034,0.0,0.0,-21.69233064550513,-21.692330645505137,2096000,-18.387173531256295,-24.795043785052034,-21.69233064550513,78,10,-18.387173531256295
0.0,1.3057959787367064,-21.527233018535902,1.3057959787367064,0.0,10,79,-23.45524058669626,0.0,0.0,-21.527233018535906,-21.527233018535902,2120000,-19.649772894103297,-23.45524058669626,-21.527233018535906,79,10,-19.649772894103297
0.0,1.6328549568160344,-24.367873801741915,1.6328549568160344,0.0,10,80,-26.180081756103924,0.0,0.0,-24.36787380174191,-24.367873801741915,2144000,-21.063505957051323,-26.180081756103924,-24.36787380174191,80,10,-21.063505957051323
0.0,2.2639178965248474,-23.33649689251812,2.2639178965248474,0.0,10,81,-25.992493198647797,0.0,0.0,-23.336496892518124,-23.33649689251812,2168000,-17.54985720731051,-25.992493198647797,-23.336496892518124,81,10,-17.54985720731051
0.0,2.3353631477187085,-22.92270596211932,2.3353631477187085,0.0,10,82,-26.231725660121104,0.0,0.0,-22.922705962119316,-22.92270596211932,2192000,-17.683827350501915,-26.231725660121104,-22.922705962119316,82,10,-17.683827350501915
0.0,1.80825153557644,-22.465293442382183,1.80825153557644,0.0,10,83,-26.745222947570895,0.0,0.0,-22.465293442382187,-22.465293442382183,2216000,-20.19082817143719,-26.745222947570895,-22.465293442382187,83,10,-20.19082817143719
0.0,1.6839684537658166,-22.870292829542077,1.6839684537658166,0.0,10,84,-26.660077067995886,0.0,0.0,-22.870292829542084,-22.870292829542077,2240000,-20.06985710895572,-26.660077067995886,-22.870292829542084,84,10,-20.06985710895572
0.0,2.0602625373434367,-22.894791646204432,2.0602625373434367,0.0,10,85,-25.868858723158073,0.0,0.0,-22.894791646204432,-22.894791646204432,2264000,-19.72433121704684,-25.868858723158073,-22.894791646204432,85,10,-19.72433121704684
0.0,2.1357367006913424,-23.35204843248763,2.1357367006913424,0.0,10,86,-25.66068304234715,0.0,0.0,-23.35204843248764,-23.35204843248763,2288000,-19.439782941866877,-25.66068304234715,-23.35204843248764,86,10,-19.439782941866877
0.0,2.3592029924566322,-22.807703087110383,2.3592029924566322,0.0,10,87,-26.520533312818273,0.0,0.0,-22.80770308711039,-22.807703087110383,2312000,-19.44828554498212,-26.520533312818273,-22.80770308711039,87,10,-19.44828554498212
0.0,1.2795541168736666,-21.586637848969275,1.2795541168736666,0.0,10,88,-24.406298351058826,0.0,0.0,-21.586637848969275,-21.586637848969275,2336000,-19.532076657227567,-24.406298351058826,-21.586637848969275,88,10,-19.532076657227567
0.0,1.7950043420565673,-21.565857148523,1.7950043420565673,0.0,10,89,-23.854652731945407,0.0,0.0,-21.565857148523,-21.565857148523,2360000,-18.136212555331166,-23.854652731945407,-21.565857148523,89,10,-18.136212555331166
0.0,1.716634735265269,-23.43845372452947,1.716634735265269,0.0,10,90,-26.881431399882135,0.0,0.0,-23.438453724529474,-23.43845372452947,2384000,-20.517444491794283,-26.881431399882135,-23.438453724529474,90,10,-20.517444491794283
0.0,1.908406126007831,-23.40148852951687,1.908406126007831,0.0,10,91,-26.27495503296812,0.0,0.0,-23.401488529516868,-23.40148852951687,2408000,-20.960631945641875,-26.27495503296812,-23.401488529516868,91,10,-20.960631945641875
0.0,1.8504611486261417,-22.521762911542623,1.8504611486261417,0.0,10,92,-25.676487565076684,0.0,0.0,-22.521762911542623,-22.521762911542623,2432000,-19.870318625383558,-25.676487565076684,-22.521762911542623,92,10,-19.870318625383558
0.0,1.568822773020911,-21.49870183044539,1.568822773020911,0.0,10,93,-24.637611517209397,0.0,0.0,-21.49870183044539,-21.49870183044539,2456000,-19.252848641552344,-24.637611517209397,-21.49870183044539,93,10,-19.252848641552344
0.0,1.1735328236580826,-22.000477121558266,1.1735328236580826,0.0,10,94,-23.51303671390699,0.0,0.0,-22.000477121558255,-22.000477121558266,2480000,-20.000687596668413,-23.51303671390699,-22.000477121558255,94,10,-20.000687596668413
0.0,1.5507318401332955,-22.39608944499943,1.5507318401332955,0.0,10,95,-24.715030610148542,0.0,0.0,-22.396089444999433,-22.39608944499943,2504000,-19.60204142165491,-24.715030610148542,-22.396089444999433,95,10,-19.60204142165491
0.0,2.174138782488658,-21.99570402860723,2.174138782488658,0.0,10,96,-25.02762216782066,0.0,0.0,-21.99570402860723,-21.99570402860723,2528000,-18.714793673710137,-25.02762216782066,-21.99570402860723,96,10,-18.714793673710137
0.0,1.7385583650027665,-22.980228616386462,1.7385583650027665,0.0,10,97,-26.14878872297676,0.0,0.0,-22.980228616386466,-22.980228616386462,2552000,-20.36638521471213,-26.14878872297676,-22.980228616386466,97,10,-20.36638521471213
0.0,1.7003458288828166,-20.907083917444517,1.7003458288828166,0.0,10,98,-24.03511444144792,0.0,0.0,-20.907083917444517,-20.907083917444517,2576000,-18.405107116140343,-24.03511444144792,-20.907083917444517,98,10,-18.405107116140343
0.0,0.9744004089602899,-23.109185931699578,0.9744004089602899,0.0,10,99,-24.847683380100577,0.0,0.0,-23.109185931699574,-23.109185931699578,2600000,-21.825571980377113,-24.847683380100577,-23.109185931699574,99,10,-21.825571980377113
